0.83094,   1.00000,   0.42857,   0.20000,   0.00000,   0.00000,   0.50000,   0.41451,   0.24000,   0.33333,   0.87616,   0.84146,   0.09898,   0.08163,2,1
0.36986,   1.00000,   0.11111,   0.40000,   0.00000,   0.00000,   0.00000,   0.32308,   0.36000,   0.28947,   0.87053,   0.70718,   0.00300,   0.11628,1,1
0.34581,   0.00000,   0.22222,   0.20000,   0.00000,   0.00000,   1.00000,   0.26154,   0.53333,   0.36842,   0.86097,   0.72928,   0.01100,   0.03256,1,1
0.23203,   1.00000,   0.22222,   0.60000,   0.00000,   0.00000,   0.50000,   0.44615,   0.48000,   0.59211,   0.89451,   0.71823,   0.02600,   0.05581,5,1
0.56658,   1.00000,   0.33333,   0.20000,   1.00000,   0.00000,   0.50000,   0.61538,   0.16000,   0.13158,   0.84654,   0.74033,   0.08000,   0.03256,2,1
0.61508,   1.00000,   0.14286,   0.20000,   0.00000,   0.00000,   0.00000,   0.41451,   0.28000,   0.27778,   0.89816,   0.86585,   0.08898,   0.04762,1,1
0.60282,   0.00000,   0.33333,   0.40000,   1.00000,   0.00000,   0.50000,   0.41026,   0.33333,   0.32895,   0.85366,   0.82320,   0.03050,   0.08837,14,1
0.46822,   0.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.00000,   0.41026,   0.33333,   0.28947,   0.92561,   0.78453,   0.02150,   0.04186,17,1
0.78628,   0.00000,   0.44444,   0.20000,   0.00000,   0.00000,   0.50000,   0.27179,   0.50000,   0.26316,   0.89938,   0.77348,   0.07949,   0.39998,6,1
0.48804,   1.00000,   0.22222,   0.20000,   0.00000,   0.00000,   1.00000,   0.34359,   0.52667,   0.44737,   0.87296,   0.72376,   0.20598,   0.05581,1,1
0.60888,   1.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.00000,   0.61538,   0.28667,   0.26316,   0.86809,   0.77901,   0.10299,   0.05116,22,0
0.58059,   0.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.00000,   0.58974,   0.41333,   0.26316,   0.87765,   0.74586,   0.02900,   0.05116,4,1
0.74456,   0.00000,   0.44444,   0.20000,   1.00000,   0.00000,   1.00000,   0.16410,   0.51667,   0.34211,   0.92337,   0.84530,   0.00025,   0.21394,1,1
0.66898,   0.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.00000,   0.55897,   0.33333,   0.31579,   0.85141,   0.75138,   0.02100,   0.05116,3,1
0.75911,   0.00000,   0.14286,   0.20000,   0.00000,   0.00000,   0.00000,   0.67876,   0.64000,   0.30000,   0.94671,   0.89634,   0.11898,   0.08163,5,1
0.89357,   1.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.50000,   0.47692,   0.27333,   0.36842,   0.88739,   0.79558,   0.02700,   0.05116,2,1
0.80567,   1.00000,   0.22222,   0.20000,   0.00000,   0.00000,   0.50000,   0.34359,   0.21000,   0.50000,   0.88008,   0.79558,   0.02200,   0.15813,4,1
0.53535,   1.00000,   0.14286,   0.20000,   0.00000,   0.00000,   1.00000,   0.59585,   0.70000,   0.42222,   0.95885,   0.92073,   0.00050,   0.04082,1,1
0.76718,   0.00000,   0.00000,   0.20000,   0.00000,   0.00000,   0.50000,   0.22051,   0.63000,   0.21053,   0.87765,   0.75138,   0.02850,   0.03721,4,1
0.54288,   1.00000,   0.00000,   0.20000,   0.00000,   0.00000,   0.50000,   0.51295,   0.35200,   0.22222,   0.89570,   0.79878,   0.04699,   0.09524,1,1
0.80554,   0.00000,   0.33333,   0.20000,   0.00000,   0.00000,   0.50000,   0.42564,   0.20000,   0.26316,   0.85366,   0.78453,   0.05500,   0.08837,9,1
0.76938,   0.00000,   0.33333,   0.20000,   0.00000,   0.00000,   0.50000,   0.29231,   0.38333,   0.42105,   0.92337,   0.78453,   0.09000,   0.16279,1,1
0.63030,   0.00000,   0.22222,   0.20000,   0.00000,   0.00000,   0.50000,   0.32308,   0.43667,   0.26316,   0.91606,   0.76243,   0.05050,   0.03256,3,1
0.76640,   1.00000,   0.28571,   0.40000,   0.00000,   0.00000,   0.50000,   0.35751,   0.75600,   0.11111,   0.93457,   0.89634,   0.09500,   0.12244,9,1
0.65109,   0.00000,   0.11111,   0.40000,   0.00000,   0.00000,   0.00000,   0.28718,   0.40667,   0.36842,   0.91606,   0.72376,   0.00300,   0.05581,4,1
0.71989,   0.00000,   0.33333,   0.20000,   0.00000,   0.00000,   0.50000,   0.34359,   0.34667,   0.42105,   0.86565,   0.77901,   0.07000,   0.05581,23,0
0.73970,   1.00000,   0.14286,   0.20000,   0.00000,   0.00000,   0.00000,   0.32642,   0.48000,   0.17778,   0.92964,   0.85366,   0.07600,   0.07482,12,1
0.88397,   0.00000,   0.42857,   0.20000,   0.00000,   0.00000,   0.50000,   0.43005,   0.40000,   0.22222,   0.85928,   0.79878,   0.11299,   0.06122,2,1
0.45196,   1.00000,   0.22222,   0.20000,   0.00000,   0.00000,   0.00000,   0.32308,   0.24000,   0.31579,   0.85853,   0.75138,   0.08299,   0.04186,2,1
0.26828,   0.00000,   0.14286,   0.80000,   0.00000,   0.00000,   1.00000,   0.39896,   0.57600,   0.40000,   0.94424,   0.89634,   0.00100,   0.09524,1,1
0.54863,   1.00000,   0.22222,   0.20000,   0.00000,   0.00000,   0.00000,   0.52821,   0.23333,   0.26316,   0.85610,   0.75691,   0.04250,   0.02791,2,1
0.79242,   0.00000,   0.33333,   0.20000,   1.00000,   0.00000,   0.50000,   0.21026,   0.36333,   0.36842,   0.90407,   0.76243,   0.07699,   0.07907,1,1
0.57063,   0.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.50000,   0.62051,   0.27667,   0.26316,   0.85853,   0.75691,   0.03700,   0.26508,1,1
0.71986,   0.00000,   0.22222,   0.20000,   0.00000,   0.00000,   0.50000,   0.25641,   0.40000,   0.15789,   0.88008,   0.71271,   0.14049,   0.16279,1,1
0.77586,   0.00000,   0.33333,   0.20000,   0.00000,   0.00000,   1.00000,   0.18462,   0.42667,   0.71053,   0.92093,   0.71271,   0.21148,   0.39998,3,1
0.69564,   0.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.00000,   0.41026,   0.30000,   0.26316,   0.90650,   0.75691,   0.10148,   0.03256,3,1
0.21995,   0.00000,   0.00000,   0.40000,   0.00000,   0.00000,   0.50000,   0.20725,   0.26000,   0.22222,   0.82534,   0.81707,   0.26297,   0.20409,1,1
0.83404,   0.00000,   0.33333,   0.20000,   0.00000,   1.00000,   0.50000,   0.31282,   0.46000,   0.47368,   0.93536,   0.82873,   0.01600,   0.11628,12,1
0.34356,   1.00000,   0.22222,   0.20000,   0.00000,   0.00000,   0.50000,   0.52821,   0.28333,   0.26316,   0.86809,   0.77348,   0.10898,   0.62318,1,1
0.27352,   0.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.50000,   0.26154,   0.40000,   0.60526,   0.92337,   0.79006,   0.07000,   0.08371,1,1
0.64373,   0.00000,   0.11111,   0.20000,   0.00000,   0.00000,   0.00000,   0.54872,   0.39333,   0.26316,   0.88008,   0.75138,   0.06399,   0.04651,2,1
0.72162,   1.00000,   0.55556,   0.40000,   0.00000,   0.00000,   1.00000,   0.58974,   0.20000,   0.26316,   0.87765,   0.74586,   0.02550,   0.03721,5,1
